COGID	L1	L2	L3	L4	ND1	ND2	ND3	ND4	ND5	Description
COG2102	7.5	9.28	6.97	6.8	2.6	3.78	10.25	2.75	6.62	Diphthamide synthase
COG2103	114.28	101.31	110.73	101.77	67.09	58.43	46.86	62.07	60.38	Specifically catalyzes the cleavage of the D-lactyl ether substituent of MurNAc 6-phosphate, producing GlcNAc 6- phosphate and D-lactate
COG2104	33.04	76.94	47.28	81.8	40.76	36.87	31.05	46.15	35.83	thiamine biosynthesis protein ThiS
COG2105	407.35	272.24	269.8	279.56	263.88	260.53	423.07	212.51	384.35	Domain of unknown function (DUF4314)
COG2107	12.03	3.32	1.48	1.33	7.02	13.38	12.7	10.19	11.26	Catalyzes the conversion of cyclic dehypoxanthine futalosine (cyclic DHFL) into 1,4-dihydroxy-6-naphthoate, a step in the biosynthesis of menaquinone (MK, vitamin K2)
COG2108	4.01	4.02	2.57	1.63	1.68	0.88	0.72	0.62	1.27	4Fe-4S single cluster domain
COG2109	119.66	105.9	134.07	83.66	108.54	97.18	86.21	97.24	106.18	ATP:corrinoid adenosyltransferase BtuR/CobO/CobP
COG2110	204.28	203.41	233.78	185.25	303.74	249.91	248.59	291.37	245.88	phosphatase homologous to the C-terminal domain of histone macroH2A1
COG2111	152.1	96.55	138.56	92.81	105.09	106.46	99.52	105.69	114.79	Domain related to MnhB subunit of Na+/H+ antiporter
COG2113	13.01	11.36	5.86	10.56	11.93	14.55	9.58	7.98	14.79	WG containing repeat
COG2114	70.31	50.08	63.83	50.09	75.29	72.22	78.17	77.76	73.45	Pfam Adenylate and Guanylate cyclase catalytic domain
COG2115	77.61	59.02	58.75	86.72	91.58	82.17	87.34	101.51	70.24	Belongs to the xylose isomerase family
COG2116	130.65	126.38	124.38	133.58	132.03	150.08	132.23	152.27	161.62	Formate/nitrite transporter
COG2119	13.46	12.12	6.58	5.39	4.44	4.81	3.11	6.01	7.14	Uncharacterized protein family UPF0016
COG2120	132.11	114.51	140.46	123.1	161.18	199.5	157.98	191.18	152.65	GlcNAc-PI de-N-acetylase
COG2121	15.47	64.25	27.71	88.03	3.76	6.25	9.75	5.47	5.76	Domain of unknown function (DUF374)
COG2122	0.11	0.33	0.48	0.42	0.43	1.28	1.21	1.14	0.71	PFAM ApbE family
COG2124	1.08	0.73	0.46	0	3.49	6.73	11.76	8.67	13.39	Cytochrome P450
COG2126	1.36	1.64	1.76	1.75	3.03	2.8	2.5	2.12	1.44	Ion transport protein
COG2127	21.59	18.6	24.99	15.38	57.76	56.1	46.69	61.2	53.5	Involved in the modulation of the specificity of the ClpAP-mediated ATP-dependent protein degradation
COG2128	9.71	2.93	1.02	1.66	5.97	8.24	13.74	13.48	15.78	Antioxidant protein with alkyl hydroperoxidase activity. Required for the reduction of the AhpC active site cysteine residues and for the regeneration of the AhpC enzyme activity
COG2129	244.4	197.67	226.06	214.02	163.7	121.81	141.69	154.55	118.22	metallophosphoesterase
COG2130	1.87	1.71	0.78	0	0.35	0.97	1.31	2.2	2.57	N-terminal domain of oxidoreductase
COG2131	230.09	223.38	238.8	268.95	203.67	198.71	212.58	196.96	201.26	deaminase
COG2132	17.75	117.99	54.73	176.88	8.89	8.09	16.57	4.82	10.47	Multicopper oxidase
COG2133	73.87	137.1	89.28	161.92	34.21	44.41	46.1	35.33	25.92	Domain of Unknown Function (DUF1080)
COG2134	0	0	0	0	0	0	0	0	0	CDP-diacylglycerol catabolic process
COG2135	54.95	79.28	68.71	46.69	78.14	113.86	73.89	106.7	67.64	SOS response associated peptidase (SRAP)
COG2137	196.3	182.6	203.96	169.63	199.18	210.25	194.15	210.55	181.38	Regulatory protein RecX
COG2138	38.35	100.98	65.2	117.54	17.12	20.21	19.08	14.87	14.52	CotH kinase protein
COG2140	19.02	27.47	22.28	16.25	16.03	9.55	22.65	19.21	19.69	Glucose-6-phosphate isomerase (GPI)
COG2141	36.39	19.22	28.3	6.78	7.53	24	17.99	20.57	23.23	Luciferase-like monooxygenase
COG2142	1.38	1.37	0.34	0.27	0.05	0.05	0.61	0.48	0.56	Succinate dehydrogenase hydrophobic membrane anchor subunit
COG2143	18.53	80.46	30.95	98.64	2.35	5.45	8.31	3.46	5.65	COG2143 Thioredoxin-related protein
COG2144	0	0	0	0	0.04	0	0.27	0.35	0.24	AIR synthase related protein domain protein
COG2145	53	110.74	68.88	128.35	33.55	49.32	57.48	46.11	43.38	Catalyzes the phosphorylation of the hydroxyl group of 4-methyl-5-beta-hydroxyethylthiazole (THZ)
COG2146	39.05	42.46	37.89	55.96	63.44	52.95	49.82	72.52	60.49	nitrite reductase [NAD(P)H] activity
COG2148	959.03	963.39	1054.08	915.18	853.47	851.67	738.08	872.81	841.41	Bacterial sugar transferase
COG2149	0.06	0	0.03	0	0.15	0.41	0.16	0.12	0.11	membrane
COG2150	0.48	1.09	1.09	1.6	0.16	0.11	0.22	0.24	0.14	L-serine dehydratase, iron-sulfur-dependent, beta subunit
COG2151	68.35	111.76	75.65	152.5	81.31	82.36	75.88	87.19	65.91	Iron-sulfur cluster assembly protein
COG2152	229.13	162.95	226.29	204.76	262.75	230.43	274.28	234.35	288.44	PFAM Glycosidase
COG2153	27.05	20.29	28.21	19.02	36.79	34.86	51.68	28.18	64.03	Acetyltransferase GNAT family
COG2154	1.63	1.73	0.97	0.46	1.46	2.23	1.37	1.06	1.35	PFAM Pterin 4 alpha carbinolamine dehydratase
COG2155	65.18	54.44	68.25	47.08	41.27	55.99	45.09	42.53	40.81	Domain of unknown function (DUF378)
COG2156	14.58	168.5	72.15	181.73	4.4	2.44	2.02	6.27	4.8	Part of the high-affinity ATP-driven potassium transport (or Kdp) system, which catalyzes the hydrolysis of ATP coupled with the electrogenic transport of potassium into the cytoplasm. This subunit acts as a catalytic chaperone that increases the ATP- binding affinity of the ATP-hydrolyzing subunit KdpB by the formation of a transient KdpB KdpC ATP ternary complex
COG2158	18.3	19.51	17.04	10.76	21.18	13.16	18	10.7	17.43	Cysteine-rich small domain
COG2159	420.97	374.52	381.76	309.28	225.72	214.62	226.5	167.16	169.53	PFAM amidohydrolase
COG2160	154.6	146.36	140.49	147.87	170	197.6	160.85	194.19	175.76	Catalyzes the conversion of L-arabinose to L-ribulose
COG2161	389.27	348.63	328.45	303.2	223.19	181.76	234.65	175.77	131.71	Antitoxin component of a toxin-antitoxin (TA) module
COG2162	4.97	6.47	4.13	4.26	4.26	4.26	2.58	4.89	3.9	N-acetyltransferase
COG2163	76.95	59.31	70.91	60.48	47.34	56.49	58.2	48.5	56.95	COG2163 Ribosomal protein L14E L6E L27E
COG2164	0.84	0.9	0.61	0.91	0.28	0.02	0.33	1.02	0.4	Protein of unknown function (DUF3830)
COG2165	74.76	37.91	61.44	65.61	44.66	49.27	62.37	62.63	59.49	Prokaryotic N-terminal methylation motif
COG2166	56.76	97.43	64.04	128.04	87.67	77.86	83.37	94.94	70.23	Fe-S metabolism
COG2168	0	0	0	0	0	0	0	0	0	Part of a sulfur-relay system required for 2-thiolation of 5-methylaminomethyl-2-thiouridine (mnm(5)s(2)U) at tRNA wobble positions
COG2169	295.71	382.82	344.83	381.85	245.89	244.76	268.37	230	214.42	PFAM nuclease (SNase
COG2170	0	0.05	0.1	0	0.28	0.5	0.68	0.81	0.74	ATP-dependent carboxylate-amine ligase which exhibits weak glutamate--cysteine ligase activity
COG2171	25.49	29.11	25.27	23.81	19.17	35.64	37.06	25.45	23.43	Catalyzes the transfer of an acetyl group from acetyl- CoA to tetrahydrodipicolinate
COG2172	302.85	209.71	272.31	191.58	196.73	206.65	240.33	195.45	190.09	Histidine kinase-like ATPase domain
COG2173	35.43	96.37	51.75	101.29	57.4	61.31	76.78	47.5	46.81	zinc D-Ala-D-Ala carboxypeptidase activity
COG2175	0	0	0.03	0.18	0.5	0.21	0.97	2.32	2.82	Taurine catabolism dioxygenase TauD, TfdA family
COG2176	543.68	508.79	566.33	438.47	463.5	559.7	470.03	488.37	478.36	Exonuclease, DNA polymerase III, epsilon subunit family
COG2177	304.95	272.19	320.29	247.25	258.38	243.14	246.24	252.69	261.4	Part of the ABC transporter FtsEX involved in asymmetric cellular division facilitating the initiation of sporulation
COG2179	155.47	143.04	156.95	109.8	101.64	110.55	108.91	103.26	102.28	HAD superfamily (Subfamily IIIA) phosphatase
COG2180	1.81	0.91	0.42	0.35	2.34	1.81	1.17	2.98	2.79	nitrate reductase molybdenum cofactor assembly chaperone
COG2181	15.92	16.06	11.08	12.95	7.3	5.32	6.04	9.95	10.23	nitrate reductase activity
COG2182	599.03	360.2	495.73	371.02	465.41	799.09	490.7	656.13	585.45	Papain family cysteine protease
COG2183	304.99	265.62	300.44	266.71	299.58	308.78	294.52	305.3	310.2	Tex-like protein N-terminal domain
COG2184	254.14	222.15	233.63	185.48	354.35	245.29	304.69	299.74	263.45	Fic/DOC family
COG2185	85.49	180.19	112.01	277.33	127.32	132.84	112.89	141.9	110.56	B12 binding domain
COG2186	230.26	281.41	243.96	279.7	215.33	242.65	201.9	204.9	213.28	Transcriptional regulator
COG2187	0.45	0.55	0.33	0.21	0.19	0.09	0.46	0.57	0.5	AAA domain
COG2188	364.52	391.7	404.08	288.94	292.58	363.62	278.58	345.08	314.65	Transcriptional regulator, GntR family
COG2189	541.81	484.21	480.64	396.01	556.39	608.64	460	618.45	422.75	Belongs to the N(4) N(6)-methyltransferase family
COG2190	585.1	480.49	581.34	408.87	419.27	372.93	287.37	347.79	321.97	phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 1
COG2191	6.37	6.17	5.21	3.68	11.92	17.33	11.33	12.12	10.41	FmdE, Molybdenum formylmethanofuran dehydrogenase operon
COG2192	23.46	39.28	28.06	12.17	43.44	72.39	24.07	67.53	12.18	Carbamoyltransferase
COG2193	3.39	2.94	2.36	3.18	9.19	17.18	9.84	14.03	9.38	Iron-storage protein
COG2194	131.94	140.84	77.85	188.13	86.83	90.46	92.64	104.13	84.86	sulfuric ester hydrolase activity
COG2195	471.51	430.07	417.45	477.87	529.5	547.1	541.34	584.93	523.65	Cleaves the N-terminal amino acid of tripeptides
COG2197	784.66	738.75	691.94	610.56	1037.74	827.22	886.33	1010.15	821.07	response regulator
COG2198	260.32	228.1	255.48	199.4	273.18	402.94	306.54	342.54	344.27	Hpt domain
COG2199	1565.04	1074.67	1405.07	1099.29	1083.4	928.24	1231.27	893.75	1023.75	Domain present in phytochromes and cGMP-specific phosphodiesterases.
COG2200	155.71	111.75	152.74	103.97	172.87	108.24	225.99	101.65	180.14	Bacterial periplasmic substrate-binding proteins
COG2201	491.21	380.45	465.72	329.73	461.66	655.73	479.19	567.34	619.12	catalyzes the demethylation of specific methylglutamate residues introduced into the chemoreceptors (methyl-accepting chemotaxis proteins) by CheR
COG2202	272.23	271.4	284.02	312.26	227.98	278.33	234.57	246.37	268.06	His Kinase A (phosphoacceptor) domain
COG2203	336.31	192.14	267.14	214.48	186.52	161.84	143.73	163.34	171.41	Domain present in phytochromes and cGMP-specific phosphodiesterases.
COG2204	631.05	709.41	596.22	851.25	1076.14	898.12	1021.13	1105.69	890.16	cheY-homologous receiver domain
COG2205	6522.54	5824.01	6240.62	5303.58	6471.87	6586.44	6358.2	6348.32	6457.34	ATPase histidine kinase DNA gyrase B HSP90 domain protein
COG2206	699.69	603.91	728.22	571.88	660.03	797.94	679.02	697.23	790.94	SMART Metal-dependent phosphohydrolase, HD region
COG2207	6030.14	4882.16	5624.25	4293.24	5634.99	5779.38	5282.2	5503.03	5165.55	ATPase histidine kinase DNA gyrase B HSP90 domain protein
COG2208	362.76	334.27	354.88	339.4	262.96	299.17	293.59	266.28	270.96	Serine/threonine phosphatases, family 2C, catalytic domain
COG2209	56.58	49.4	41.96	70.78	65.74	69.19	64.94	84.11	59.04	NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions, coupled with the transport of Na( ) ions from the cytoplasm to the periplasm. NqrA to NqrE are probably involved in the second step, the conversion of ubisemiquinone to ubiquinol
COG2210	3.5	3.11	3.51	5.12	22.34	17.92	18.98	24.8	14.94	Belongs to the sulfur carrier protein TusA family
COG2211	882.2	742.95	775.71	776.18	949.68	1079.04	1045.11	1005.62	884.4	MFS/sugar transport protein
COG2212	93.63	61.25	83.68	52.14	63.49	69.7	59.19	72.18	80.94	Multiple resistance and pH regulation protein F (MrpF / PhaF)
COG2213	39.64	54.32	45.69	38.27	77.44	142.54	76.53	113.82	108.02	PTS system, Lactose/Cellobiose specific IIB subunit
COG2214	207.35	160.36	174.82	125.88	268.08	360.36	325.54	328	311.2	Heat shock protein DnaJ domain protein
COG2215	0	0	0	0	0.06	0.19	0.27	0.51	0.59	Belongs to the NiCoT transporter (TC 2.A.52) family
COG2216	16.55	201.07	87.9	250.99	6.75	5.42	3.79	10.95	6.48	Part of the high-affinity ATP-driven potassium transport (or Kdp) system, which catalyzes the hydrolysis of ATP coupled with the electrogenic transport of potassium into the cytoplasm. This subunit is responsible for energy coupling to the transport system
COG2217	979.57	1097.14	1009.78	1121.04	693.88	806.04	831.33	713.25	741.18	E1-E2 ATPase
COG2218	13.1	22.27	25.23	12.26	7.47	6.73	3.07	4.06	3.29	COG3209 Rhs family protein
COG2220	278.14	197	257.74	203.92	247.13	202.31	231.15	204.36	204.74	Psort location Cytoplasmic, score
COG2221	351.3	294.96	328.67	280.56	287.68	284.44	287.95	269.45	347.21	Pyridine nucleotide-disulphide oxidoreductase, dimerisation
COG2222	143.67	105.11	135.09	83.95	79.83	68.05	63.5	69.26	58.35	isomerase
COG2223	84.27	84.16	79.66	57.1	122.78	85.14	98.26	110.71	105.84	LacY proton/sugar symporter
COG2224	0.92	0.84	0.34	0.01	0.25	0.42	0.53	1.11	1.27	Isocitrate lyase
COG2225	0.83	0.83	0.41	0.02	0.52	0.5	0.69	1.37	1.33	Involved in the glycolate utilization. Catalyzes the condensation and subsequent hydrolysis of acetyl-coenzyme A (acetyl-CoA) and glyoxylate to form malate and CoA
COG2226	1245.26	1157.02	1195.84	1073.39	1053.01	1191.73	1161.35	1135.62	978.04	methyltransferase
COG2227	641.56	507.69	618.56	400.38	429.44	539.23	400.06	514.04	354.47	Methyltransferase domain
COG2229	18.72	14.63	12.77	13.4	5.77	9.36	11.25	9.75	5.4	Stage IV sporulation protein A (spore_IV_A)
COG2230	55.96	47.68	62.86	34.09	74.69	59.57	62.24	57.06	101.89	Tellurite resistance protein TehB
COG2231	14.88	2.49	1.23	1.05	1.36	2.97	6.16	2.48	5.58	Base excision DNA repair protein
COG2232	84.1	78.19	79.68	91.88	90.72	60.34	74.06	91.82	86	ATP-grasp domain
COG2233	205.01	166.2	196.73	158.22	93.5	127.56	160.3	99.42	110.89	Specific, proton motive force-dependent high-affinity transporter for xanthine
COG2234	128.91	254.94	173.2	344.57	148.91	148.39	153.83	160.26	128.19	Peptidase family M28
COG2235	22.18	27.8	26.68	27.79	10.16	22.06	22.88	12.87	9.19	Amidinotransferase
COG2236	14.07	16.06	17.18	4.31	3.95	6.72	9.09	4.59	7.01	Phosphoribosyl transferase domain
COG2239	247.12	214.32	233.79	223.57	230.59	218.35	220.62	235.2	263.05	Acts as a magnesium transporter
COG2240	200.16	150.63	174.82	133.48	170.88	185.67	165.57	143.2	204.35	Belongs to the pyridoxine kinase family
COG2241	56.93	65.86	59.31	53.83	99.02	70.93	81.18	74.59	70.1	Precorrin-6Y C5,15-methyltransferase (Decarboxylating), CbiT subunit
COG2242	347.29	346.2	403.09	260.88	302.52	302.86	337.21	279.03	321.27	Methyltransferase domain
COG2243	33.6	35.09	28.49	34.13	27.9	33.03	33.59	27.6	27.15	Precorrin-2 C(20)-methyltransferase
COG2244	1536.89	1517.63	1637.27	1385.8	1438.96	1341.58	1300.16	1474.24	1278.08	polysaccharide biosynthetic process
COG2246	337.1	272.36	320.09	284.52	288.32	302.79	238.47	322.59	258.87	Psort location CytoplasmicMembrane, score
COG2247	554.3	425.68	470.8	469.14	376.03	520.48	750.76	388.55	265.65	cell wall binding repeat
COG2248	0.03	0.17	0.41	0.12	0.92	1.55	1.58	1.19	0.44	Putative, 10TM heavy-metal exporter
COG2249	43.27	81.38	46.67	88.69	16.14	15.68	14.19	25.29	20.54	Flavodoxin-like fold
COG2250	43.61	32.22	42.87	37.21	50.57	77.04	48.42	47.27	29.74	HEPN domain
COG2251	0.11	0.35	0.06	0	0.15	0.16	0.12	0.24	0.17	Nuclease, RecB family
COG2252	154.65	143.71	166.12	125.32	120.5	173.56	133.25	142.98	160.64	Permease family
COG2253	444.95	526.1	461.94	518.14	421.62	375.07	344.36	398.89	274.56	Nucleotidyl transferase AbiEii toxin, Type IV TA system
COG2254	3.11	2.58	1.26	2.28	0.48	1.25	0.11	1.07	0.21	CRISPR-associated helicase Cas3
COG2255	255.43	289.08	283.21	334.03	235.15	291.94	259.31	269.43	267.76	The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing
COG2256	444.41	471.94	457.55	533.97	370.79	409.68	360.08	389.49	384.26	atpase related to the helicase subunit of the holliday junction resolvase
COG2257	99.14	70.76	88.92	67.44	67.19	105.07	79.34	75.7	90.07	FlhB HrpN YscU SpaS Family
COG2258	20.61	25.54	24.13	18.94	25.28	30.48	50.12	24.05	37.63	protein conserved in bacteria
COG2259	210.99	392.3	243.83	489.36	236.75	176.96	197.2	254.16	165.21	DoxX family
COG2261	57.35	43.02	43.62	53.82	35.11	38.33	28.2	42.31	26.17	Transglycosylase associated protein
COG2262	260.58	282.75	254.81	339.03	263.55	300	259.19	293.03	274.24	GTPase that associates with the 50S ribosomal subunit and may have a role during protein synthesis or ribosome biogenesis
COG2263	151.79	93.25	134.15	87.26	100.24	123.86	101.87	104.72	108.85	Methyltransferase domain
COG2264	266.68	265.68	256.13	301.87	240.52	271.67	248.98	258.89	244.24	Ribosomal protein L11 methyltransferase
COG2265	685.33	674.13	721.13	626.89	615.98	636.02	523.45	630.78	563.08	Belongs to the class I-like SAM-binding methyltransferase superfamily. RNA M5U methyltransferase family
COG2267	643.11	639.12	710.96	576.44	492.89	503.36	521.06	500.95	571.49	alpha/beta hydrolase fold
COG2268	161.45	173.47	174.27	237.71	112.43	159.32	140.58	134.17	135.8	Band 7 protein
COG2269	0.7	0.9	0.33	0	0.08	0.08	0.09	0.31	0.2	With EpmB is involved in the beta-lysylation step of the post-translational modification of translation elongation factor P (EF-P) on 'Lys-34'. Catalyzes the ATP-dependent activation of (R)- beta-lysine produced by EpmB, forming a lysyl-adenylate, from which the beta-lysyl moiety is then transferred to the epsilon- amino group of EF-P 'Lys-34'
COG2270	62.06	77.45	74.66	60.38	44.52	34.89	39.34	47.48	36.09	Vacuole effluxer Atg22 like
COG2271	648.87	581.91	565.74	605.1	467.41	452.53	450.86	430.14	395.73	PFAM major facilitator superfamily MFS_1
COG2272	222.87	162.94	179.65	201.93	104.37	129.69	148.04	107.67	113	Glycosyl hydrolases family 43
COG2273	277.09	552.44	354.48	565.62	365.39	450.65	370.79	445.35	380.4	Glycoside Hydrolase Family 25-like lysozyme endolysin
COG2274	481.69	462.8	452.2	405.36	489.54	585.01	385.01	696.04	309.33	ABC transporter, ATP-binding protein
COG2301	69.06	71.05	77.41	58.31	97.97	136.92	97.72	106.15	106.94	C-C_Bond_Lyase of the TIM-Barrel fold
COG2302	162.29	126.16	163.6	110.64	98.11	136.51	107.87	112.49	122.35	S4 RNA-binding domain
COG2303	5.42	4.57	1.91	0.29	2.45	4.38	3.61	6.79	6.36	GMC oxidoreductase
COG2304	716.55	1013.56	865.46	1167.25	904.9	930.32	835.62	931.7	940.29	Copine
COG2306	108.3	79.05	90.72	64.34	94.03	121.57	91.59	104.09	110.2	Protein of unknown function (DUF402)
COG2307	15.88	24.17	19.67	8.52	45.95	13.53	43.06	7.97	70.92	A predicted alpha-helical domain with a conserved ER motif.
COG2308	31.81	49.88	44.61	19.68	48.56	18.93	50.77	17.29	82.85	A circularly permuted ATPgrasp
COG2309	222.93	264.98	254.1	283.14	171.55	212.15	167.94	174.25	207.05	Thermophilic metalloprotease (M29)
COG2310	315.21	277.23	273.15	297.6	391.25	485.4	348.62	483.94	462.69	TerD domain
COG2311	83.9	189.88	109.39	264.25	66.17	62.29	50.74	65	45.35	Psort location CytoplasmicMembrane, score 10.00
COG2312	11.84	9.72	6.14	6.61	22.71	13.96	24	13.77	14.29	Erythromycin esterase
COG2313	11.63	10.3	10.73	10.61	15.26	16.47	32.28	14.69	10.73	Catalyzes the reversible cleavage of pseudouridine 5'- phosphate (PsiMP) to ribose 5-phosphate and uracil. Functions biologically in the cleavage direction, as part of a pseudouridine degradation pathway
COG2314	64.18	153.96	98.79	140.42	70.9	113.74	63.41	109.35	64.12	TM2 domain
COG2315	293.45	361.39	347.5	335.49	389.62	352.71	390.91	385.71	367.96	Protein conserved in bacteria
COG2316	97.77	67.14	89.02	73.76	56.79	58.78	57.83	51.17	48.89	PFAM metal-dependent phosphohydrolase, HD sub domain
COG2317	37.39	36.27	33.51	24.95	32.39	23.52	38.78	27.37	28.32	Broad specificity carboxypetidase that releases amino acids sequentially from the C-terminus, including neutral, aromatic, polar and basic residues
COG2318	10.18	2.61	0.82	0.33	2.07	5.29	2.37	2.42	3.37	DinB family
COG2319	30.01	31.09	36.42	30.27	86.5	65.63	113.32	63.36	112.15	self proteolysis
COG2320	63.39	99	89.34	92.51	117.48	88.63	139.61	112.65	131.66	PFAM Uncharacterised protein family UPF0157
COG2321	52.65	47.8	42.19	67.15	78.73	54.14	57.74	83.23	70.36	Neutral zinc metallopeptidase
COG2322	0.13	0.16	0.02	0	0.1	0.12	0.21	0.44	0.32	Protein of unknown function (DUF420)
COG2323	68.56	58.38	66.51	58	27.11	51.32	54.6	34.07	27.49	Psort location CytoplasmicMembrane, score
COG2324	0	0	0	0	0.02	0.01	0	0.05	0.08	Carotenoid biosynthesis protein
COG2326	140.79	269.69	190.75	261.28	78.99	57.51	78.32	60.94	60.36	Psort location Cytoplasmic, score
COG2327	267.17	200.62	237.24	175.61	284.51	253.26	245.19	290.18	240.12	Polysaccharide pyruvyl transferase
COG2329	9.93	57.74	25.47	66.13	11.13	4.8	3.9	2.32	4.52	Antibiotic biosynthesis monooxygenase
COG2331	0.65	0.9	0.76	1	0.38	0.55	1.36	0.99	1.23	TIGRFAM regulatory protein, FmdB family
COG2332	4.03	2.51	1.5	1.61	2.87	2.22	2.7	3.38	2.52	Heme chaperone required for the biogenesis of c-type cytochromes. Transiently binds heme delivered by CcmC and transfers the heme to apo-cytochromes in a process facilitated by CcmF and CcmH
COG2333	475.17	535.3	537.7	476.86	356.69	362.99	354.72	326.37	343.54	Competence protein ComEC
COG2334	512.23	531.05	551.71	616.58	391.18	358.92	362.78	357.61	418.2	spore coat protein, CotS
COG2335	48.65	37.9	36.82	52.04	121.62	99.5	196.79	130.95	65.94	COG2335, Secreted and surface protein containing fasciclin-like repeats
COG2336	49.04	18.02	29.38	17.98	33.37	15.65	40.4	12.84	21.17	SpoVT / AbrB like domain
COG2337	376.27	307.96	367.06	286.29	356.08	396.96	457.34	331.05	549.32	Psort location Cytoplasmic, score 8.87
COG2339	8.57	15.18	15.63	17.37	15.27	14.78	16.57	12.75	12.6	Protease prsW family
COG2340	470.17	436.63	430.03	430.05	381.49	512.5	479.46	409.37	453.97	peptidase inhibitor activity
COG2342	0	0	0	0	0.26	0.31	0.71	0.1	0	extracellular endo alpha-1,4 polygalactosaminidase or related polysaccharide hydrolase
COG2343	0	0	0	0	0.05	0.08	0.3	0.84	0.86	Domain of unknown function (DUF427)
COG2344	215.55	199.32	211.92	181.48	232.07	290.5	216.38	268.9	271.19	Modulates transcription in response to changes in cellular NADH NAD( ) redox state
COG2345	9.61	12.6	14.87	16.7	8.08	19.8	7.8	14.22	11.07	Transcriptional regulator
COG2346	5.35	1.13	0.32	0	1.33	4.85	6.98	2.56	4.8	PFAM globin
COG2348	63.78	115.93	151.67	60.93	48.4	50.96	52.32	51.79	50.87	Acetyltransferase (GNAT) domain
COG2350	158.4	138.36	137.3	126.69	194.35	146.35	161.92	192.79	124.12	YCII-related domain
COG2351	1.26	0.91	0.68	1.37	1.94	1.06	0.33	0.7	0.94	Belongs to the transthyretin family. 5-hydroxyisourate hydrolase subfamily
COG2352	22.52	7.75	4.76	1.63	4.86	8.22	11.6	7.74	10.74	Forms oxaloacetate, a four-carbon dicarboxylic acid source for the tricarboxylic acid cycle
COG2353	33.05	8.63	1.83	0.05	1.72	3.67	6.55	4.22	5.96	Belongs to the UPF0312 family
COG2354	1.82	1.59	0.49	0	0.07	0.04	0.35	0.54	0.54	Protein of unknown function (DUF808)
COG2355	160.03	144.13	164.64	121.9	139.78	187.87	156.44	163.1	158.21	Renal dipeptidase family protein
COG2356	125.96	122.31	105.73	115.34	186.62	133.45	160.91	195.89	179.88	Endonuclease I
COG2357	392.67	293.23	372.3	259.52	324.59	235.46	272.83	231.94	248.15	Region found in RelA / SpoT proteins
COG2358	75.76	65.63	59.14	63.88	53.87	64.09	76.79	47.14	51.19	NMT1-like family
COG2359	8.98	11.03	8.41	5.65	1.13	1.18	1.91	0.48	2.21	Stage V sporulation protein S
COG2360	33.7	72	52.05	81.22	65.09	64.03	49.19	69.69	84.63	Functions in the N-end rule pathway of protein degradation where it conjugates Leu, Phe and, less efficiently, Met from aminoacyl-tRNAs to the N-termini of proteins containing an N-terminal arginine or lysine
COG2361	98.8	82.61	91.37	107.06	142.32	112.05	124.81	129	77.71	Protein of unknown function DUF86
COG2362	13.31	11.81	12.3	12.5	11.19	6.59	8.01	8.78	8.73	D-aminopeptidase
COG2363	0.76	0.68	0.25	0	0.26	0.43	0.28	0.34	0.38	membrane
COG2364	162.57	188.65	173.75	230.09	162.2	219.25	185.61	206.73	197.22	Psort location CytoplasmicMembrane, score
COG2365	106.91	99.3	110.26	68.68	60.77	54.18	71.4	44.05	47.54	Tyrosine phosphatase family
COG2366	11.49	11.87	15.95	8.65	5.83	4.5	4.72	5.83	6.59	F5/8 type C domain
COG2367	144.29	223.34	195.49	243.82	232.04	172.96	183.92	220.71	179.82	Beta-lactamase enzyme family
COG2368	40.81	44.27	40.29	33.51	24.28	40.31	43.54	35.49	22.07	4-hydroxyphenylacetate
COG2369	412.47	340.43	394.83	403.84	442.9	401.6	465.3	416.25	482.66	Phage Mu protein F like protein
COG2370	0	0	0	0	0.41	0.23	0.32	0.77	0.75	HupE / UreJ protein
COG2371	16.88	28.18	20.75	17.51	56.55	42.81	48.7	45.12	78.94	Involved in urease metallocenter assembly. Binds nickel. Probably functions as a nickel donor during metallocenter assembly
COG2372	6.59	4.32	5.2	4.16	8.16	7.23	5.88	7.2	7.86	S-layer domain-containing protein
COG2373	388.45	554.98	419.56	648.81	303.61	314.05	302.88	321.56	250.57	Prenyltransferase
COG2374	96.06	111.32	117.77	117.66	167.76	142.69	173.13	177.42	146.88	Lamin Tail Domain
COG2375	1.63	1.23	0.82	0	0.09	0.04	0.07	0.3	0.15	Siderophore-interacting protein
COG2376	53.15	42.91	44.62	44.06	33.23	46.67	35.5	28.11	38.4	Psort location Cytoplasmic, score 8.87
COG2377	4.45	6.04	6.24	7.48	2.76	4.16	3.79	3.92	2.52	Catalyzes the specific phosphorylation of 1,6-anhydro-N- acetylmuramic acid (anhMurNAc) with the simultaneous cleavage of the 1,6-anhydro ring, generating MurNAc-6-P. Is required for the utilization of anhMurNAc either imported from the medium or derived from its own cell wall murein, and thus plays a role in cell wall recycling
COG2378	1470.45	1302.09	1381.89	1241.26	1474.72	1319.84	1365.84	1374.58	1330.87	WYL domain
COG2379	41.23	41.47	39.25	37.87	28.8	26.69	30.92	25.96	26.05	MOFRL family
