ContigID	Length	Type	Taxonomy	Host	Lifestyle
LPd_4__3946	14040	non-phage	NA	NA	NA
LPd_4__3967	13574	phage	unknown	Cellulophaga baltica	virulent
LPd_4__3973	4579	non-phage	NA	NA	NA
LPd_4__3977	38687	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	Lactobacillus fermentum	virulent
LPd_4__3980	5914	non-phage	NA	NA	NA
LPd_4__3981	5605	phage	unknown	unknown	virulent
LPd_4__3996	11974	phage	unknown	Dinoroseobacter shibae	temperate
LPd_4__4004	2861	phage	unknown	Dinoroseobacter shibae	virulent
LPd_4__401	2349	non-phage	NA	NA	NA
LPd_4__4015	2673	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Colwellia psychrerythraea	virulent
LPd_4__4032	3217	non-phage	NA	NA	NA
LPd_4__4033	12221	non-phage	NA	NA	NA
LPd_4__4037	8139	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Drexlerviridae	Colwellia psychrerythraea	virulent
LPd_4__4053	2170	non-phage	NA	NA	NA
LPd_4__4058	6452	non-phage	NA	NA	NA
LPd_4__4060	2036	non-phage	NA	NA	NA
LPd_4__4065	45884	non-phage	NA	NA	NA
LPd_4__4071	3179	phage	unknown	Colwellia psychrerythraea	temperate
LPd_4__4076	16372	non-phage	NA	NA	NA
LPd_4__4078	10572	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	Candidatus Pelagibacter ubique	temperate
LPd_4__4082	3924	phage	unknown	Colwellia psychrerythraea	virulent
LPd_4__4084	2411	phage	unknown	unknown	virulent
LPd_4__4088	4889	phage	unknown	Colwellia psychrerythraea	virulent
LPd_4__4091	2258	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Dinoroseobacter shibae	temperate
LPd_4__4094	2371	non-phage	NA	NA	NA
LPd_4__4102	14519	non-phage	NA	NA	NA
LPd_4__4113	3669	non-phage	NA	NA	NA
LPd_4__4120	3554	non-phage	NA	NA	NA
LPd_4__4127	4234	non-phage	NA	NA	NA
LPd_4__4137	4307	non-phage	NA	NA	NA
LPd_4__4142	3906	non-phage	NA	NA	NA
LPd_4__4160	2471	phage	unknown	Colwellia psychrerythraea	virulent
LPd_4__4166	7522	phage	unknown	Colwellia psychrerythraea	temperate
LPd_4__4170	3092	non-phage	NA	NA	NA
LPd_4__4174	2721	phage	unknown	Colwellia psychrerythraea	temperate
LPd_4__4189	3470	phage	unknown	unknown	temperate
LPd_4__4194	2254	phage	unknown	unknown	virulent
LPd_4__4195	5714	non-phage	NA	NA	NA
LPd_4__423	26275	non-phage	NA	NA	NA
LPd_4__4230	4260	phage	unknown	Colwellia psychrerythraea	virulent
LPd_4__4234	2731	non-phage	NA	NA	NA
LPd_4__4258	6155	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Straboviridae	Lactococcus lactis	virulent
LPd_4__4259	26459	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Casjensviridae	Paramuribaculum intestinale	virulent
LPd_4__4281	2256	phage	unknown	unknown	virulent
LPd_4__4287	4179	phage	unknown	unknown	virulent
LPd_4__4296	33957	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Serratia marcescens	temperate
LPd_4__4297	3677	phage	unknown	Bacillus alcalophilus	virulent
LPd_4__4329	4216	non-phage	NA	NA	NA
LPd_4__4331	10157	non-phage	NA	NA	NA
LPd_4__4342	4931	phage	unknown	Colwellia psychrerythraea	temperate
LPd_4__4351	18022	phage	unknown	Rhodococcus hoagii	virulent
LPd_4__4352	3652	non-phage	NA	NA	NA
LPd_4__4353	2006	non-phage	NA	NA	NA
LPd_4__4358	5288	non-phage	NA	NA	NA
LPd_4__4368	3518	non-phage	NA	NA	NA
LPd_4__4398	4050	non-phage	NA	NA	NA
LPd_4__4425	22983	non-phage	NA	NA	NA
LPd_4__4433	3463	non-phage	NA	NA	NA
LPd_4__4444	4262	phage	unknown	unknown	temperate
LPd_4__4458	6686	phage	unknown	Colwellia psychrerythraea	temperate
LPd_4__4483	9591	phage	unknown	unknown	virulent
LPd_4__4494	6291	phage	unknown	unknown	virulent
LPd_4__4496	6901	non-phage	NA	NA	NA
LPd_4__4509	3416	non-phage	NA	NA	NA
LPd_4__4515	17339	phage	unknown	Colwellia psychrerythraea	virulent
LPd_4__4522	3078	non-phage	NA	NA	NA
LPd_4__4523	9069	non-phage	NA	NA	NA
LPd_4__4527	21466	non-phage	NA	NA	NA
LPd_4__4535	2157	phage	unknown	Colwellia psychrerythraea	temperate
LPd_4__4536	3372	non-phage	NA	NA	NA
LPd_4__4550	2759	phage	unknown	Colwellia psychrerythraea	temperate
LPd_4__4552	3008	phage	unknown	Colwellia psychrerythraea	temperate
LPd_4__4555	16889	phage	unknown	unknown	virulent
LPd_4__4564	2232	non-phage	NA	NA	NA
LPd_4__458	2977	phage	unknown	Colwellia psychrerythraea	virulent
LPd_4__4581	5214	phage	unknown	unknown	virulent
LPd_4__4585	2216	non-phage	NA	NA	NA
LPd_4__4589	2001	non-phage	NA	NA	NA
LPd_4__459	2198	phage	unknown	Colwellia psychrerythraea	virulent
LPd_4__4595	3306	non-phage	NA	NA	NA
LPd_4__4619	2430	non-phage	NA	NA	NA
LPd_4__462	5978	phage	unknown	Desulfofarcimen acetoxidans	virulent
LPd_4__4626	4148	non-phage	NA	NA	NA
LPd_4__4634	20522	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Zierdtviridae	Dinoroseobacter shibae	temperate
LPd_4__4636	7173	phage	unknown	Colwellia psychrerythraea	temperate
LPd_4__4640	11605	phage	unknown	Colwellia psychrerythraea	virulent
LPd_4__4654	2159	non-phage	NA	NA	NA
LPd_4__4660	2361	phage	unknown	unknown	virulent
LPd_4__4672	3858	phage	unknown	unknown	virulent
LPd_4__4678	17463	phage	unknown	Colwellia psychrerythraea	virulent
LPd_4__4679	4082	phage	unknown	unknown	temperate
LPd_4__468	6883	non-phage	NA	NA	NA
LPd_4__4688	5880	phage	unknown	Colwellia psychrerythraea	virulent
LPd_4__4698	2514	non-phage	NA	NA	NA
LPd_4__4701	32423	non-phage	NA	NA	NA
LPd_4__4703	2227	phage	unknown	unknown	virulent
LPd_4__4706	12143	non-phage	NA	NA	NA
LPd_4__4708	8673	non-phage	NA	NA	NA
LPd_4__4716	5003	non-phage	NA	NA	NA
LPd_4__4748	16634	non-phage	NA	NA	NA
LPd_4__4755	2711	non-phage	NA	NA	NA
LPd_4__4759	5046	non-phage	NA	NA	NA
LPd_4__4767	2885	phage	unknown	Colwellia psychrerythraea	temperate
LPd_4__4769	4378	phage	unknown	Colwellia psychrerythraea	temperate
LPd_4__4787	6105	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Bacillus alcalophilus	virulent
LPd_4__4789	2270	phage	unknown	unknown	virulent
LPd_4__4819	3736	non-phage	NA	NA	NA
LPd_4__4828	4692	non-phage	NA	NA	NA
LPd_4__4842	35318	phage	unknown	Dinoroseobacter shibae	temperate
LPd_4__4849	5033	phage	unknown	unknown	temperate
LPd_4__4863	4311	phage	unknown	Candidatus Pelagibacter ubique	virulent
LPd_4__4900	3467	phage	unknown	Colwellia psychrerythraea	virulent
LPd_4__4910	2268	non-phage	NA	NA	NA
LPd_4__4916	2488	phage	unknown	unknown	temperate
LPd_4__492	3448	non-phage	NA	NA	NA
LPd_4__4935	59794	phage	unknown	Dinoroseobacter shibae	virulent
LPd_4__4951	2689	phage	unknown	unknown	virulent
LPd_4__4978	25542	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	Colwellia psychrerythraea	virulent
LPd_4__4979	2563	phage	unknown	Colwellia psychrerythraea	temperate
LPd_4__4991	3688	phage	unknown	unknown	virulent
LPd_4__4997	2011	phage	unknown	Colwellia psychrerythraea	virulent
LPd_4__5003	10089	phage	unknown	Colwellia psychrerythraea	temperate
LPd_4__5005	3597	non-phage	NA	NA	NA
LPd_4__5012	2958	non-phage	NA	NA	NA
LPd_4__5017	2446	non-phage	NA	NA	NA
LPd_4__502	2683	non-phage	NA	NA	NA
LPd_4__5021	2792	non-phage	NA	NA	NA
LPd_4__5030	6323	phage	unknown	Colwellia psychrerythraea	virulent
LPd_4__5037	2948	phage	unknown	unknown	temperate
LPd_4__504	4328	phage	unknown	Colwellia psychrerythraea	temperate
LPd_4__5048	4174	non-phage	NA	NA	NA
LPd_4__505	4579	non-phage	NA	NA	NA
LPd_4__5056	2161	phage	unknown	Colwellia psychrerythraea	virulent
LPd_4__5072	8455	phage	unknown	Dinoroseobacter shibae	virulent
LPd_4__5078	2014	non-phage	NA	NA	NA
LPd_4__5121	3626	phage	unknown	Colwellia psychrerythraea	virulent
LPd_4__5124	18323	non-phage	NA	NA	NA
LPd_4__5142	5200	non-phage	NA	NA	NA
LPd_4__5143	2485	phage	unknown	unknown	temperate
LPd_4__5165	9459	non-phage	NA	NA	NA
LPd_4__5167	3018	non-phage	NA	NA	NA
LPd_4__5173	2804	phage	unknown	unknown	temperate
LPd_4__5179	17288	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	Flavobacterium columnare	temperate
LPd_4__5182	4803	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Colwellia psychrerythraea	virulent
LPd_4__5190	3164	non-phage	NA	NA	NA
LPd_4__5194	3896	non-phage	NA	NA	NA
LPd_4__520	5315	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Casjensviridae	Colwellia psychrerythraea	temperate
LPd_4__5205	4516	non-phage	NA	NA	NA
LPd_4__5210	4175	non-phage	NA	NA	NA
LPd_4__5212	6213	phage	unknown	unknown	virulent
LPd_4__5213	4471	non-phage	NA	NA	NA
LPd_4__5220	2140	phage	unknown	Colwellia psychrerythraea	temperate
LPd_4__5224	14216	non-phage	NA	NA	NA
LPd_4__5235	9765	phage	unknown	Colwellia psychrerythraea	temperate
LPd_4__5254	28547	phage	unknown	Dinoroseobacter shibae	temperate
LPd_4__5260	2355	non-phage	NA	NA	NA
LPd_4__5267	6005	non-phage	NA	NA	NA
LPd_4__5268	12076	non-phage	NA	NA	NA
LPd_4__5273	5373	non-phage	NA	NA	NA
LPd_4__5277	2255	non-phage	NA	NA	NA
LPd_4__5282	2621	non-phage	NA	NA	NA
LPd_4__5284	12882	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Pyrobaculum arsenaticum	temperate
LPd_4__5313	11595	non-phage	NA	NA	NA
LPd_4__5326	3879	non-phage	NA	NA	NA
LPd_4__5327	2523	non-phage	NA	NA	NA
LPd_4__5328	6100	non-phage	NA	NA	NA
LPd_4__5333	3938	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Ackermannviridae	Colwellia psychrerythraea	temperate
LPd_4__5346	22974	phage	unknown	Lactococcus lactis	virulent
LPd_4__535	5264	phage	unknown	unknown	virulent
LPd_4__5362	6164	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	unknown	virulent
LPd_4__5372	5775	phage	unknown	Pseudomonas stutzeri	temperate
LPd_4__5375	2314	non-phage	NA	NA	NA
LPd_4__5380	2022	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	unknown	virulent
LPd_4__5383	4522	phage	unknown	Colwellia psychrerythraea	temperate
LPd_4__5388	2293	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Autographiviridae	unknown	temperate
LPd_4__5398	2915	phage	unknown	Colwellia psychrerythraea	temperate
LPd_4__540	9227	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Ackermannviridae	Colwellia psychrerythraea	temperate
LPd_4__5401	6558	phage	unknown	unknown	temperate
LPd_4__5417	3470	phage	unknown	unknown	virulent
LPd_4__543	2584	phage	unknown	Colwellia psychrerythraea	temperate
LPd_4__5430	2167	non-phage	NA	NA	NA
LPd_4__5434	14381	non-phage	NA	NA	NA
LPd_4__5437	20375	phage	unknown	Microcystis aeruginosa	virulent
LPd_4__5444	2518	non-phage	NA	NA	NA
LPd_4__5453	4283	phage	unknown	Colwellia psychrerythraea	temperate
LPd_4__5456	3606	phage	no_family_avaliable(NC_062777)	unknown	virulent
LPd_4__5474	3177	phage	unknown	unknown	temperate
LPd_4__5483	6981	phage	unknown	Faecalibaculum rodentium	virulent
LPd_4__5484	7620	phage	unknown	Lactococcus lactis	temperate
LPd_4__5486	5160	phage	unknown	Dinoroseobacter shibae	temperate
LPd_4__5495	2782	phage	unknown	Colwellia psychrerythraea	temperate
LPd_4__5501	8524	non-phage	NA	NA	NA
LPd_4__5507	2358	non-phage	NA	NA	NA
LPd_4__5512	8126	non-phage	NA	NA	NA
LPd_4__5515	2404	non-phage	NA	NA	NA
LPd_4__5520	15109	non-phage	NA	NA	NA
LPd_4__5545	2052	non-phage	NA	NA	NA
LPd_4__557	12195	phage	unknown	Colwellia psychrerythraea	temperate
LPd_4__5580	5057	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	unknown	virulent
LPd_4__5582	12920	phage	unknown	Microcystis aeruginosa	temperate
LPd_4__5585	2587	non-phage	NA	NA	NA
LPd_4__5599	8770	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Casjensviridae	unknown	virulent
LPd_4__5601	6298	phage	unknown	Colwellia psychrerythraea	temperate
LPd_4__5624	51788	non-phage	NA	NA	NA
LPd_4__5643	2508	non-phage	NA	NA	NA
LPd_4__5648	5766	non-phage	NA	NA	NA
LPd_4__5657	9399	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	Candidatus Pelagibacter ubique	temperate
LPd_4__5664	6150	phage	unknown	Candidatus Pelagibacter ubique	virulent
LPd_4__5666	2576	non-phage	NA	NA	NA
LPd_4__5668	2434	phage	unknown	unknown	virulent
LPd_4__5671	4465	non-phage	NA	NA	NA
LPd_4__5676	37307	phage	unknown	Rhodococcus rhodochrous	temperate
LPd_4__5678	2376	phage	unknown	Colwellia psychrerythraea	temperate
LPd_4__5681	2402	phage	unknown	unknown	virulent
LPd_4__5688	4312	non-phage	NA	NA	NA
LPd_4__5694	4431	phage	unknown	Colwellia psychrerythraea	temperate
LPd_4__5704	2147	non-phage	NA	NA	NA
LPd_4__5710	4992	non-phage	NA	NA	NA
LPd_4__5716	41899	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Clostridium tetani	temperate
LPd_4__5717	6168	non-phage	NA	NA	NA
LPd_4__5718	7241	non-phage	NA	NA	NA
LPd_4__5721	5504	non-phage	NA	NA	NA
LPd_4__5723	5244	non-phage	NA	NA	NA
LPd_4__5724	3517	phage	unknown	unknown	temperate
LPd_4__5725	2770	non-phage	NA	NA	NA
LPd_4__5726	59721	phage	unknown	Clostridioides difficile	temperate
LPd_4__5727	8832	non-phage	NA	NA	NA
LPd_4__5728	6075	phage	unknown	unknown	virulent
LPd_4__5730	6052	non-phage	NA	NA	NA
LPd_4__5733	2932	non-phage	NA	NA	NA
LPd_4__5734	7783	non-phage	NA	NA	NA
LPd_4__5735	6351	non-phage	NA	NA	NA
LPd_4__5736	6758	non-phage	NA	NA	NA
LPd_4__5738	5127	non-phage	NA	NA	NA
LPd_4__5743	5925	non-phage	NA	NA	NA
LPd_4__5745	6569	non-phage	NA	NA	NA
LPd_4__5749	8012	non-phage	NA	NA	NA
LPd_4__5755	4650	non-phage	NA	NA	NA
LPd_4__5760	6167	phage	unknown	unknown	temperate
LPd_4__5768	2296	non-phage	NA	NA	NA
LPd_4__5775	3871	non-phage	NA	NA	NA
LPd_4__5788	3231	non-phage	NA	NA	NA
LPd_4__582	2107	phage	unknown	unknown	virulent
LPd_4__595	4909	phage	unknown	unknown	virulent
LPd_4__618	9161	phage	unknown	Colwellia psychrerythraea	temperate
LPd_4__636	2331	phage	unknown	Dinoroseobacter shibae	temperate
LPd_4__639	10472	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Dinoroseobacter shibae	temperate
LPd_4__644	7118	non-phage	NA	NA	NA
LPd_4__65	2795	phage	unknown	unknown	virulent
LPd_4__656	6953	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	Colwellia psychrerythraea	virulent
LPd_4__665	2292	non-phage	NA	NA	NA
LPd_4__669	2585	non-phage	NA	NA	NA
LPd_4__688	13786	non-phage	NA	NA	NA
LPd_4__710	7034	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Colwellia psychrerythraea	virulent
LPd_4__722	10535	non-phage	NA	NA	NA
LPd_4__737	3947	phage	unknown	Colwellia psychrerythraea	virulent
LPd_4__760	6628	non-phage	NA	NA	NA
LPd_4__779	46750	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Lactobacillus fermentum	temperate
LPd_4__795	3073	phage	unknown	Colwellia psychrerythraea	virulent
LPd_4__814	2367	non-phage	NA	NA	NA
LPd_4__827	2930	phage	unknown	Dinoroseobacter shibae	temperate
LPd_4__828	6334	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Ackermannviridae	Dinoroseobacter shibae	virulent
LPd_4__83	2110	phage	unknown	Colwellia psychrerythraea	virulent
LPd_4__846	2287	non-phage	NA	NA	NA
LPd_4__848	2586	phage	unknown	unknown	virulent
LPd_4__854	3584	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Casjensviridae	unknown	virulent
LPd_4__857	2855	phage	unknown	unknown	virulent
LPd_4__862	4339	phage	unknown	unknown	virulent
LPd_4__867	16949	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Casjensviridae	unknown	temperate
LPd_4__875	8904	phage	unknown	unknown	virulent
LPd_4__876	4472	phage	unknown	unknown	virulent
LPd_4__878	3114	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	unknown	temperate
LPd_4__881	6290	phage	unknown	Colwellia psychrerythraea	temperate
LPd_4__885	2220	non-phage	NA	NA	NA
LPd_4__916	6817	non-phage	NA	NA	NA
LPd_4__925	2220	phage	unknown	unknown	temperate
LPd_4__944	16898	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Casjensviridae	unknown	temperate
LPd_4__947	4553	non-phage	NA	NA	NA
LPd_4__948	2389	non-phage	NA	NA	NA
LPd_4__950	4504	phage	unknown	unknown	virulent
LPd_4__952	2991	non-phage	NA	NA	NA
LPd_4__955	2252	non-phage	NA	NA	NA
LPd_4__960	2970	phage	unknown	unknown	virulent
LPd_4__966	2518	non-phage	NA	NA	NA
LPd_4__972	11647	non-phage	NA	NA	NA
LPd_4__976	5491	phage	unknown	Colwellia psychrerythraea	temperate
LPd_4__990	25638	non-phage	NA	NA	NA
LPd_4__997	18749	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Straboviridae	Clostridioides difficile	temperate
Nd_1__1	2070	non-phage	NA	NA	NA
Nd_1__1013	2478	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Zierdtviridae	Colwellia psychrerythraea	virulent
Nd_1__1015	3247	phage	unknown	Dinoroseobacter shibae	temperate
Nd_1__1028	2091	non-phage	NA	NA	NA
Nd_1__1031	2123	phage	unknown	Helicobacter japonicus	virulent
Nd_1__1032	4109	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Colwellia psychrerythraea	virulent
Nd_1__1042	11263	non-phage	NA	NA	NA
Nd_1__1043	4320	phage	unknown	Colwellia psychrerythraea	temperate
Nd_1__1049	2614	phage	unknown	unknown	virulent
Nd_1__1050	2148	non-phage	NA	NA	NA
Nd_1__1062	9948	phage	unknown	Colwellia psychrerythraea	virulent
Nd_1__1063	4074	non-phage	NA	NA	NA
Nd_1__1065	6007	phage	unknown	Colwellia psychrerythraea	virulent
Nd_1__1077	4372	phage	unknown	Colwellia psychrerythraea	virulent
Nd_1__1089	3380	non-phage	NA	NA	NA
Nd_1__1103	4400	phage	unknown	Colwellia psychrerythraea	virulent
Nd_1__1104	6027	phage	unknown	unknown	virulent
Nd_1__1109	35346	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Streptomyces venezuelae	temperate
Nd_1__1112	15340	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Dinoroseobacter shibae	temperate
Nd_1__1130	3268	non-phage	NA	NA	NA
Nd_1__1133	2580	non-phage	NA	NA	NA
Nd_1__1136	6506	non-phage	NA	NA	NA
Nd_1__1138	4835	non-phage	NA	NA	NA
Nd_1__1139	28235	non-phage	NA	NA	NA
Nd_1__1141	2484	non-phage	NA	NA	NA
Nd_1__1169	2222	phage	unknown	unknown	virulent
Nd_1__1177	7652	phage	unknown	Colwellia psychrerythraea	virulent
Nd_1__1188	7355	phage	unknown	Muribaculaceae bacterium Isolate-004 (NCI)	virulent
Nd_1__1196	14370	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Serratia marcescens	temperate
Nd_1__1200	5291	non-phage	NA	NA	NA
Nd_1__1201	6325	non-phage	NA	NA	NA
Nd_1__1210	14647	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Colwellia psychrerythraea	virulent
Nd_1__1211	7287	phage	unknown	Colwellia psychrerythraea	temperate
Nd_1__1216	2380	non-phage	NA	NA	NA
Nd_1__1229	2028	phage	unknown	Colwellia psychrerythraea	temperate
Nd_1__124	2483	non-phage	NA	NA	NA
Nd_1__1252	3720	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Autographiviridae	Candidatus Pelagibacter ubique	temperate
Nd_1__1266	4049	phage	unknown	Colwellia psychrerythraea	virulent
Nd_1__1281	14867	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Casjensviridae	unknown	virulent
Nd_1__1282	7446	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Ackermannviridae	unknown	temperate
Nd_1__129	4438	non-phage	NA	NA	NA
Nd_1__1291	5363	non-phage	NA	NA	NA
Nd_1__1302	6717	non-phage	NA	NA	NA
Nd_1__1311	2897	non-phage	NA	NA	NA
Nd_1__1315	8801	non-phage	NA	NA	NA
Nd_1__1319	7349	phage	unknown	Rhodobacter capsulatus	temperate
Nd_1__1331	5001	non-phage	NA	NA	NA
Nd_1__1333	3861	phage	unknown	unknown	virulent
Nd_1__1337	7298	phage	unknown	Colwellia psychrerythraea	virulent
Nd_1__1359	26727	non-phage	NA	NA	NA
Nd_1__1361	3517	phage	unknown	unknown	temperate
Nd_1__1373	16651	phage	unknown	Colwellia psychrerythraea	virulent
Nd_1__1378	16104	non-phage	NA	NA	NA
Nd_1__1380	2092	phage	unknown	unknown	virulent
Nd_1__1394	4624	non-phage	NA	NA	NA
Nd_1__1403	16843	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	unknown	virulent
Nd_1__1405	2211	phage	unknown	unknown	virulent
Nd_1__141	5623	non-phage	NA	NA	NA
Nd_1__1441	6913	phage	unknown	unknown	temperate
Nd_1__1450	2334	phage	unknown	unknown	temperate
Nd_1__1488	3166	phage	unknown	Colwellia psychrerythraea	virulent
Nd_1__1504	16442	phage	unknown	Colwellia psychrerythraea	virulent
Nd_1__1515	2946	phage	unknown	Dinoroseobacter shibae	temperate
Nd_1__1523	54275	non-phage	NA	NA	NA
Nd_1__1526	5874	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Lactobacillus fermentum	temperate
Nd_1__1530	2116	non-phage	NA	NA	NA
Nd_1__154	2349	non-phage	NA	NA	NA
Nd_1__1568	2689	non-phage	NA	NA	NA
Nd_1__1579	3702	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Colwellia psychrerythraea	temperate
Nd_1__158	10272	phage	unknown	unknown	temperate
Nd_1__1580	9913	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Drexlerviridae	Colwellia psychrerythraea	temperate
Nd_1__1582	34389	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Microcystis aeruginosa	temperate
Nd_1__16	2181	phage	unknown	Colwellia psychrerythraea	temperate
Nd_1__161	15355	phage	unknown	Desulfovibrio sp. OH1186_COT-070	virulent
Nd_1__167	2722	non-phage	NA	NA	NA
Nd_1__169	6979	phage	unknown	Colwellia psychrerythraea	temperate
Nd_1__193	2472	phage	unknown	unknown	virulent
Nd_1__194	2756	non-phage	NA	NA	NA
Nd_1__201	5488	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Colwellia psychrerythraea	temperate
Nd_1__218	7376	phage	unknown	Colwellia psychrerythraea	temperate
Nd_1__242	5258	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Colwellia psychrerythraea	temperate
Nd_1__244	6377	phage	unknown	Colwellia psychrerythraea	temperate
Nd_1__258	3029	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Colwellia psychrerythraea	temperate
Nd_1__265	8631	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Serratia marcescens	temperate
Nd_1__281	6501	phage	unknown	Colwellia psychrerythraea	virulent
Nd_1__282	2397	non-phage	NA	NA	NA
Nd_1__288	2295	phage	unknown	Colwellia psychrerythraea	virulent
Nd_1__292	69373	non-phage	NA	NA	NA
Nd_1__3	3515	non-phage	NA	NA	NA
Nd_1__301	14901	phage	unknown	unknown	virulent
Nd_1__31	9755	phage	unknown	Micromonospora sp. HM5-17	temperate
Nd_1__327	2529	phage	unknown	Colwellia psychrerythraea	temperate
Nd_1__343	3075	non-phage	NA	NA	NA
Nd_1__35	2080	phage	unknown	Dinoroseobacter shibae	temperate
Nd_1__385	22350	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Colwellia psychrerythraea	temperate
Nd_1__393	5164	non-phage	NA	NA	NA
Nd_1__406	3940	phage	unknown	Paenibacillus curdlanolyticus	virulent
Nd_1__411	4277	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Schitoviridae	Dinoroseobacter shibae	virulent
Nd_1__424	2078	non-phage	NA	NA	NA
Nd_1__426	4227	non-phage	NA	NA	NA
Nd_1__436	2214	phage	unknown	unknown	temperate
